"Name","CurrentPrice","CurrentPrice2","URL","Score","ReleaseQuarters","ReleaseYear"
"Micron 2210 MTFDHBA512QFD","26.45","$26.45 USD (2023-10-18)","https://www.harddrivebenchmark.net/hdd.php?hdd=Micron+2210+MTFDHBA512QFD","11971","Q4","2020"
"CT500T500SSD8","71.99","$71.99 USD (2024-04-23)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT500T500SSD8","32414","Q4","2023"
"HP SSD EX900 500GB","27.99","$27.99 USD (2024-01-22)","https://www.harddrivebenchmark.net/hdd.php?hdd=HP+SSD+EX900+500GB","12521","Q3","2018"
"MSI M371 500GB","32.99","$32.99 USD (2024-03-02)","https://www.harddrivebenchmark.net/hdd.php?hdd=MSI+M371+500GB","14304","Q4","2022"
"NVMe PM9B1 NVMe Samsung 512GB","49.99","$49.99 USD (2023-12-23)","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+PM9B1+NVMe+Samsung+512GB","20629","Q4","2022"
"Viper M.2 VPN110 512GB","53.99","$53.99 USD (2023-11-25)","https://www.harddrivebenchmark.net/hdd.php?hdd=Viper+M.2+VPN110+512GB","22254","Q2","2022"
"SSDPEMKF512G8 NVMe INTEL 512GB","35.00","$35 USD (2023-09-05)","https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPEMKF512G8+NVMe+INTEL+512GB","14382","Q3","2019"
"WDC WDS480G2G0C","39.99","$39.99 USD (2022-09-08)","https://www.harddrivebenchmark.net/hdd.php?hdd=WDC+WDS480G2G0C","16431","Q2","2021"
"NVMe PC SN730 NVMe WDC 512GB","49.99","$49.99 USD (2024-04-27)","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+PC+SN730+NVMe+WDC+512GB","19932","Q1","2021"
"Samsung SSD 980 PRO 500GB","89.75","$89.75 USD (2023-12-19)","https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+SSD+980+PRO+500GB","35184","Q4","2020"
"NVMe PNY CS3030 500GB","40.49","$40.49 USD (2022-08-10)","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+PNY+CS3030+500GB","15870","Q3","2019"
"NVMe PC SN730 NVMe WD","49.00","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+PC+SN730+NVMe+WD","20179","Q4","2020"
"ADATA SX8200PNP","44.99","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA+SX8200PNP","20700","Q3","2019"
"Acer SSD FA100 512GB","46.99","$46.99 USD (2024-05-02)","https://www.harddrivebenchmark.net/hdd.php?hdd=Acer+SSD+FA100+512GB","18095","Q4","2021"
"Patriot M.2 P310 480GB","44.99","$44.99 USD (2023-12-01)","https://www.harddrivebenchmark.net/hdd.php?hdd=Patriot+M.2+P310+480GB","17113","Q2","2022"
"Crucial P5 Plus 500GB","90.75","$90.75 USD (2024-05-05)","https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial+P5+Plus+500GB","33940","Q3","2021"
"NVMe SSD","35.00","$35 USD (2024-02-11)","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+SSD","13082","Q4","2023"
"NVMe WDC WDS500G2B0C","48.99","$48.99 USD (2023-12-19)","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+WDC+WDS500G2B0C","17709","Q4","2021"
"INTEL SSDPEKNW512G8H","28.34","$28.34 USD (2023-10-18)","https://www.harddrivebenchmark.net/hdd.php?hdd=INTEL+SSDPEKNW512G8H","10234","Q2","2019"
"Force MP600","62.99","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=Force+MP600","30453","Q3","2020"
"Seagate FireCuda","45.00","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=Seagate+FireCuda","32332","Q2","2021"
"Crucial P3 500GB","51.60","$51.6 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial+P3+500GB","18199","Q3","2022"
"NVMe Sabrent Rocket 4","64.99","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+Sabrent+Rocket+4","26765","Q1","2020"
"EMTEC X300 512GB","54.99","$54.99 USD (2024-02-29)","https://www.harddrivebenchmark.net/hdd.php?hdd=EMTEC+X300+512GB","17922","Q4","2020"
"KXG60ZNV512G TOSHIBA","55.00","$55 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=KXG60ZNV512G+TOSHIBA","17912","Q3","2019"
"WD Blue SN580 1TB","49.99","$49.99 USD (2023-10-13)","https://www.harddrivebenchmark.net/hdd.php?hdd=WD+Blue+SN580+1TB","33463","Q3","2023"
"ADATA LEGEND 900","79.99","$79.99 USD (2024-02-03)","https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA+LEGEND+900","40048","Q3","2023"
"Predator SSD GM7000 1TB","84.99","$84.99 USD (2024-05-02)","https://www.harddrivebenchmark.net/hdd.php?hdd=Predator+SSD+GM7000+1TB","42017","Q2","2022"
"MSI M460 1TB","74.99","$74.99 USD (2024-03-07)","https://www.harddrivebenchmark.net/hdd.php?hdd=MSI+M460+1TB","36887","Q1","2023"
"GEN4 1TB","69.99","$69.99 USD (2024-05-11)","https://www.harddrivebenchmark.net/hdd.php?hdd=GEN4+1TB","34356","Q4","2023"
"WDC PC SN810 SDCPNRY 1TB","85.00","$85 USD (2024-04-24)","https://www.harddrivebenchmark.net/hdd.php?hdd=WDC+PC+SN810+SDCPNRY+1TB","41636","Q4","2021"
"ADATA LEGEND 740","44.99","$44.99 USD (2023-08-09)","https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA+LEGEND+740","21576","Q2","2022"
"CT1000T500SSD8","84.99","$84.99 USD (2024-04-29)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000T500SSD8","40364","Q4","2023"
"CT1000T705SSD3","154.99","$154.99 USD (2024-04-22)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000T705SSD3","72236","Q1","2024"
"CT1000T500SSD5","89.99","$89.99 USD (2024-05-13)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000T500SSD5","41740","Q4","2023"
"ADATA LEGEND 960","97.68","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA+LEGEND+960","44922","Q2","2023"
"KXG60ZNV1T02 KIOXIA","48.18","$48.18 USD (2023-09-04)","https://www.harddrivebenchmark.net/hdd.php?hdd=KXG60ZNV1T02+KIOXIA","20671","Q1","2020"
"WD Green SN350 1TB","59.00","$59 USD (2022-12-02)","https://www.harddrivebenchmark.net/hdd.php?hdd=WD+Green+SN350+1TB","24296","Q4","2021"
"Crucial T700 1TB Gen5 M.2","151.99","$151.99 USD (2024-05-07)","https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial+T700+1TB+Gen5+M.2","62418","Q2","2023"
"Corsair MP600 PRO LPX","99.99","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair+MP600+PRO+LPX","48415","Q2","2022"
"ADATA LEGEND 850 LITE","68.99","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA+LEGEND+850+LITE","30943","Q3","2023"
"Samsung SSD 990 PRO 1TB","124.99","$124.99 USD (2024-05-06)","https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+SSD+990+PRO+1TB","49174","Q4","2022"
"CT1000P3PSSD8","69.99","$69.99 USD (2024-05-12)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000P3PSSD8","26675","Q3","2022"
"Micron MTFDHBA1T0TCK","44.40","$44.4 USD (2023-11-04)","https://www.harddrivebenchmark.net/hdd.php?hdd=Micron+MTFDHBA1T0TCK","16733","Q4","2019"
"BC711 NVMe SK hynix 1TB","57.74","$57.74 USD (2024-01-07)","https://www.harddrivebenchmark.net/hdd.php?hdd=BC711+NVMe+SK+hynix+1TB","21740","Q3","2021"
"Corsair MP600 PRO XT 1TB","109.99","$109.99 USD (2024-03-13)","https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair+MP600+PRO+XT+1TB","41284","Q4","2021"
"SABRENT 1TB Rocket 4 Plus","139.99","$139.99 USD (2024-03-07)","https://www.harddrivebenchmark.net/hdd.php?hdd=SABRENT+1TB+Rocket+4+Plus","50889","Q2","2023"
"Crucial T700 1TB Gen5 with heatsink","167.99","$167.99 USD (2023-11-10)","https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial+T700+1TB+Gen5+with+heatsink","60220","Q3","2023"
"PNY CS2140 1TB SSD","62.99","$62.99 USD (2023-01-19)","https://www.harddrivebenchmark.net/hdd.php?hdd=PNY+CS2140+1TB+SSD","22381","Q4","2021"
"Predator SSD GM3500 1TB","49.99","$49.99 USD (2024-03-21)","https://www.harddrivebenchmark.net/hdd.php?hdd=Predator+SSD+GM3500+1TB","17584","Q3","2022"
"MSI M450 1TB","74.99","$74.99 USD (2024-05-08)","https://www.harddrivebenchmark.net/hdd.php?hdd=MSI+M450+1TB","26343","Q2","2022"
"Corsair MP600 MINI","79.99","$79.99 USD (2024-04-03)","https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair+MP600+MINI","28077","Q4","2023"
"Corsair MP600 CORE XT","77.99","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair+MP600+CORE+XT","29867","Q2","2023"
"NVMe WD Green SN350 1TB","64.99","$64.99 USD (2024-05-11)","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+WD+Green+SN350+1TB","22746","Q1","2022"
"NVMe PNY CS3140 1TB SSD","92.99","$92.99 USD (2024-05-08)","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+PNY+CS3140+1TB+SSD","32309","Q3","2021"
"KINGSTON KC3000 1TB","132.07","$132.07 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=KINGSTON+KC3000+1TB","45835","Q4","2021"
"KBG40ZNV1T02 KIOXIA","47.24","$47.24 USD (2023-11-02)","https://www.harddrivebenchmark.net/hdd.php?hdd=KBG40ZNV1T02+KIOXIA","16077","Q2","2020"
"Patriot M.2 P310 960GB","56.99","$56.99 USD (2024-05-08)","https://www.harddrivebenchmark.net/hdd.php?hdd=Patriot+M.2+P310+960GB","19210","Q1","2023"
"Samsung SSD 990 EVO 1TB","89.99","$89.99 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+SSD+990+EVO+1TB","30264","Q1","2024"
"NVMe WD Blue SN570 1TB","79.99","$79.99 USD (2024-05-13)","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+WD+Blue+SN570+1TB","26468","Q1","2022"
"NVMe Samsung 980 PRO","94.99","$94.99 USD (2024-05-08)","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+Samsung+980+PRO","29902","Q1","2022"
"CT1000P3SSD8","68.99","$68.99 USD (2024-04-16)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000P3SSD8","21340","Q3","2022"
"NVMe Sabrent Rocket Q","49.99","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+Sabrent+Rocket+Q","22394","Q3","2020"
"WDC PC SN730 SDBPNTY","78.00","$78 USD (2024-04-23)","https://www.harddrivebenchmark.net/hdd.php?hdd=WDC+PC+SN730+SDBPNTY","23649","Q4","2020"
"Seagate FireCuda 530 1TB","147.50","$147.5 USD (2024-05-03)","https://www.harddrivebenchmark.net/hdd.php?hdd=Seagate+FireCuda+530+1TB","44457","Q4","2022"
"GIGABYTE AORUS Gen5 12000 1TB","183.04","$183.04 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=GIGABYTE+AORUS+Gen5+12000+1TB","55095","Q4","2023"
"Micron MTFDHBA1T0QFD","52.49","$52.49 USD (2023-12-25)","https://www.harddrivebenchmark.net/hdd.php?hdd=Micron+MTFDHBA1T0QFD","15663","Q2","2022"
"Viper M.2 VP4100","99.99","$99.99 USD (2023-11-02)","https://www.harddrivebenchmark.net/hdd.php?hdd=Viper+M.2+VP4100","29602","Q4","2019"
"NVMe WD BLACK SN850 1TB","149.99","$149.99 USD (2024-05-07)","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+WD+BLACK+SN850+1TB","44294","Q4","2021"
"MSI M470 1TB","109.99","$109.99 USD (2024-03-01)","https://www.harddrivebenchmark.net/hdd.php?hdd=MSI+M470+1TB","32287","Q4","2021"
"WD Blue SN570 1TB","89.99","$89.99 USD (2022-06-19)","https://www.harddrivebenchmark.net/hdd.php?hdd=WD+Blue+SN570+1TB","25613","Q4","2021"
"Predator SSD GM7000 2TB","134.99","$134.99 USD (2024-05-05)","https://www.harddrivebenchmark.net/hdd.php?hdd=Predator+SSD+GM7000+2TB","49530","Q2","2022"
"Viper VP4300 2TB","114.99","$114.99 USD (2024-05-09)","https://www.harddrivebenchmark.net/hdd.php?hdd=Viper+VP4300+2TB","41750","Q3","2021"
"GIGABYTE AG4732TB","159.98","$159.98 USD (2024-05-02)","https://www.harddrivebenchmark.net/hdd.php?hdd=GIGABYTE+AG4732TB","53440","Q4","2023"
"PNY CS3140 2TB SSD","139.99","$139.99 USD (2023-05-17)","https://www.harddrivebenchmark.net/hdd.php?hdd=PNY+CS3140+2TB+SSD","46213","Q2","2021"
"MSI M482 2TB","149.99","$149.99 USD (2024-03-18)","https://www.harddrivebenchmark.net/hdd.php?hdd=MSI+M482+2TB","48072","Q1","2024"
"Samsung SSD 990 PRO 2TB","169.99","$169.99 USD (2024-04-29)","https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+SSD+990+PRO+2TB","50755","Q4","2022"
"MSI M480 2TB","154.99","$154.99 USD (2024-05-09)","https://www.harddrivebenchmark.net/hdd.php?hdd=MSI+M480+2TB","45390","Q3","2021"
"CT2000T500SSD8","147.99","$147.99 USD (2024-05-09)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT2000T500SSD8","43313","Q4","2023"
"Crucial T705 2TB Gen5 M.2","279.99","$279.99 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial+T705+2TB+Gen5+M.2","80496","Q1","2024"
"WD Blue SN580 2TB","119.99","$119.99 USD (2024-04-12)","https://www.harddrivebenchmark.net/hdd.php?hdd=WD+Blue+SN580+2TB","34437","Q3","2023"
"MSI M570 2TB","239.99","$239.99 USD (2024-05-09)","https://www.harddrivebenchmark.net/hdd.php?hdd=MSI+M570+2TB","67435","Q2","2023"
"Samsung 980 PRO with Heatsink 2TB","149.99","$149.99 USD (2024-04-29)","https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+980+PRO+with+Heatsink+2TB","41597","Q4","2021"
"MSI M450 2TB","94.99","$94.99 USD (2024-02-29)","https://www.harddrivebenchmark.net/hdd.php?hdd=MSI+M450+2TB","26329","Q4","2023"
"Corsair MP600 PRO","144.99","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair+MP600+PRO","48450","Q2","2022"
"ADATA LEGEND 850","112.99","$112.99 USD (2024-05-04)","https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA+LEGEND+850","28994","Q4","2022"
"NVMe WD BLACK SN770 2TB","148.00","$148 USD (2024-01-23)","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+WD+BLACK+SN770+2TB","37446","Q4","2022"
"CT2000P3PSSD8","117.99","$117.99 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT2000P3PSSD8","28970","Q3","2022"
"PNY CS2140 2TB SSD","99.99","$99.99 USD (2024-02-29)","https://www.harddrivebenchmark.net/hdd.php?hdd=PNY+CS2140+2TB+SSD","24550","Q3","2022"
"KINGSTON KC3000 2TB","199.99","$199.99 USD (2024-03-07)","https://www.harddrivebenchmark.net/hdd.php?hdd=KINGSTON+KC3000+2TB","49036","Q4","2021"
"GIGABYTE AORUS Gen5 12000 SSD 2TB","302.39","$302.39 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=GIGABYTE+AORUS+Gen5+12000+SSD+2TB","73048","Q4","2023"
"CT2000T500SSD5","160.99","$160.99 USD (2024-04-09)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT2000T500SSD5","38671","Q1","2024"
"NVMe WD Blue SN570 2TB","119.99","$119.99 USD (2024-03-15)","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+WD+Blue+SN570+2TB","28754","Q4","2022"
"Kingston KC3000 M.2 SSD","199.99","$199.99 USD (2024-02-29)","https://www.harddrivebenchmark.net/hdd.php?hdd=Kingston+KC3000+M.2+SSD","46816","Q2","2022"
"NVMe PNY CS3140 2TB SSD","219.99","$219.99 USD (2024-03-01)","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+PNY+CS3140+2TB+SSD","50813","Q2","2023"
"MSI M470 2TB","149.99","$149.99 USD (2024-03-02)","https://www.harddrivebenchmark.net/hdd.php?hdd=MSI+M470+2TB","34600","Q4","2021"
"WD BLACK SN770 2TB","158.60","$158.6 USD (2023-09-02)","https://www.harddrivebenchmark.net/hdd.php?hdd=WD+BLACK+SN770+2TB","36535","Q1","2022"
"Crucial T700 2TB","324.38","$324.38 USD (2024-04-26)","https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial+T700+2TB","72918","Q2","2023"
"KINGSTON FURY Renegade 2TB","229.99","$229.99 USD (2024-05-07)","https://www.harddrivebenchmark.net/hdd.php?hdd=KINGSTON+FURY+Renegade+2TB","50981","Q4","2021"
"Samsung SSD 980 PRO 2TB","198.45","$198.45 USD (2024-04-29)","https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+SSD+980+PRO+2TB","42367","Q1","2021"
"GIGABYTE AG510K2TB","286.42","$286.42 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=GIGABYTE+AG510K2TB","60830","Q2","2023"
"WDC SN810 NVMe 2TB","189.00","$189 USD (2024-04-11)","https://www.harddrivebenchmark.net/hdd.php?hdd=WDC+SN810+NVMe+2TB","39570","Q4","2021"
"CT2000P3SSD8","114.99","$114.99 USD (2024-04-10)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT2000P3SSD8","22593","Q3","2022"
"CT2000P5PSSD8","205.99","$205.99 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT2000P5PSSD8","39720","Q4","2021"
"NVMe WD Green SN350 2TB","139.99","$139.99 USD (2024-02-29)","https://www.harddrivebenchmark.net/hdd.php?hdd=NVMe+WD+Green+SN350+2TB","26487","Q3","2022"
"WD Green SN350 2TB","139.99","$139.99 USD (2023-07-19)","https://www.harddrivebenchmark.net/hdd.php?hdd=WD+Green+SN350+2TB","26069","Q2","2022"
"WDC WD20EURS","99.00","$99 USD (2024-02-29)","https://www.harddrivebenchmark.net/hdd.php?hdd=WDC+WD20EURS","18435","Q2","2011"
"Corsair MP700","344.99","$344.99 USD (2024-05-09)","https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair+MP700","63359","Q2","2023"
"SSD M.2 NVME 2TB","127.99","$127.99 USD (2024-04-29)","https://www.harddrivebenchmark.net/hdd.php?hdd=SSD+M.2+NVME+2TB","23133","Q2","2023"
"PNY CS3040 2TB SSD","179.99","$179.99 USD (2024-03-02)","https://www.harddrivebenchmark.net/hdd.php?hdd=PNY+CS3040+2TB+SSD","32434","Q2","2021"
"Corsair MP600 CORE","139.99","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair+MP600+CORE","31731","Q2","2021"
"PNY CS2241 2TB SSD","129.99","$129.99 USD (2024-02-29)","https://www.harddrivebenchmark.net/hdd.php?hdd=PNY+CS2241+2TB+SSD","22427","Q1","2023"
"Samsung SSD 990 EVO 2TB","179.95","$179.95 USD (2024-04-28)","https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+SSD+990+EVO+2TB","30931","Q1","2024"
"Lexar 2TB SSD","179.99","$179.99 USD (2024-04-02)","https://www.harddrivebenchmark.net/hdd.php?hdd=Lexar+2TB+SSD","30379","Q4","2022"
"Corsair MP600 GS","198.99","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair+MP600+GS","33975","Q1","2023"
"MSI M461 2TB","175.99","$175.99 USD (2024-03-20)","https://www.harddrivebenchmark.net/hdd.php?hdd=MSI+M461+2TB","29083","Q2","2023"
"Predator SSD GM7000 4TB","274.99","$274.99 USD (2024-05-03)","https://www.harddrivebenchmark.net/hdd.php?hdd=Predator+SSD+GM7000+4TB","46748","Q1","2023"
"KINGSTON FURY Renegade 4TB","330.00","$330 USD (2024-05-12)","https://www.harddrivebenchmark.net/hdd.php?hdd=KINGSTON+FURY+Renegade+4TB","52499","Q1","2022"
"Samsung SSD 990 PRO 4TB","339.99","$339.99 USD (2024-05-13)","https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+SSD+990+PRO+4TB","52971","Q4","2023"
"FANTOM DRIVES VENOM8","339.99","$339.99 USD (2024-04-28)","https://www.harddrivebenchmark.net/hdd.php?hdd=FANTOM+DRIVES+VENOM8","48878","Q4","2022"
"Crucial T700 4TB Gen5 with heatsink","499.99","$499.99 USD (2023-10-31)","https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial+T700+4TB+Gen5+with+heatsink","66889","Q3","2023"
"Crucial T700 4TB Gen5","599.99","$599.99 USD (2024-05-02)","https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial+T700+4TB+Gen5","73682","Q2","2023"
"PNY CS2241 4TB SSD","259.99","$259.99 USD (2024-05-08)","https://www.harddrivebenchmark.net/hdd.php?hdd=PNY+CS2241+4TB+SSD","31574","Q2","2023"
"WDC WD40EFAX","119.98","$119.98 USD (2024-05-12)","https://www.harddrivebenchmark.net/hdd.php?hdd=WDC+WD40EFAX","14364","Q3","2021"
"CT4000P3PSSD8","244.95","$244.95 USD (2024-04-30)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT4000P3PSSD8","29312","Q4","2022"
"CT4000T705SSD3","713.99","$713.99 USD (2024-05-06)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT4000T705SSD3","85279","Q1","2024"
"Transcend TS4TMTE250S","466.99","$466.99 USD (2024-04-24)","https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend+TS4TMTE250S","48165","Q2","2023"
"PNY CS3140 4TB SSD","477.99","$477.99 USD (2024-05-07)","https://www.harddrivebenchmark.net/hdd.php?hdd=PNY+CS3140+4TB+SSD","48909","Q1","2023"
"Seagate ST8000DX001","269.79","$269.79 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=Seagate+ST8000DX001","26489","Q1","2023"
"MSI M461 4TB","279.99","$279.99 USD (2024-05-02)","https://www.harddrivebenchmark.net/hdd.php?hdd=MSI+M461+4TB","27271","Q2","2023"
"CT4000P3SSD8","225.46","$225.46 USD (2024-01-17)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT4000P3SSD8","21882","Q4","2022"
"WDC WD40EZRZ","84.00","$84 USD (2023-09-27)","https://www.harddrivebenchmark.net/hdd.php?hdd=WDC+WD40EZRZ","7055","Q4","2015"
"KINGSTON KC3000 4TB","550.25","$550.25 USD (2022-10-11)","https://www.harddrivebenchmark.net/hdd.php?hdd=KINGSTON+KC3000+4TB","45279","Q1","2022"
"Seagate ST4000VN008","98.88","$98.88 USD (2024-04-27)","https://www.harddrivebenchmark.net/hdd.php?hdd=Seagate+ST4000VN008","7937","Q1","2019"
"Seagate ST4000DM005","112.37","$112.37 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=Seagate+ST4000DM005","7727","Q4","2016"
"Oyen Digital PCIe SSD","869.00","$869 USD (2024-04-30)","https://www.harddrivebenchmark.net/hdd.php?hdd=Oyen+Digital+PCIe+SSD","48809","Q3","2023"
"Sabrent","499.99","$499.99 USD (2024-05-09)","https://www.harddrivebenchmark.net/hdd.php?hdd=Sabrent","23757","Q1","2020"
"INTEL SSDPE2KX040T8","407.84","$407.84 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=INTEL+SSDPE2KX040T8","18736","Q2","2019"
"Seagate ST4000VX007","101.99","$101.99 USD (2024-02-27)","https://www.harddrivebenchmark.net/hdd.php?hdd=Seagate+ST4000VX007","4568","Q2","2017"
"Seagate ST3000DM008","84.37","$84.37 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=Seagate+ST3000DM008","3341","Q4","2016"
"WDC WD6003FZBX","175.90","$175.9 USD (2023-09-24)","https://www.harddrivebenchmark.net/hdd.php?hdd=WDC+WD6003FZBX","6647","Q4","2018"
"Seagate ST4000DM004","133.99","$133.99 USD (2024-04-16)","https://www.harddrivebenchmark.net/hdd.php?hdd=Seagate+ST4000DM004","4857","Q4","2017"
"Seagate ST8000DM004","121.99","$121.99 USD (2024-05-12)","https://www.harddrivebenchmark.net/hdd.php?hdd=Seagate+ST8000DM004","4117","Q3","2017"
"Seagate ST33000650NS","30.00","$30 USD (2024-03-29)","https://www.harddrivebenchmark.net/hdd.php?hdd=Seagate+ST33000650NS","1006","Q2","2013"
"PNY CS3040 4TB SSD","749.99","$749.99 USD (2023-05-17)","https://www.harddrivebenchmark.net/hdd.php?hdd=PNY+CS3040+4TB+SSD","24852","Q3","2022"
"WDC WD40EZRX","168.71","$168.71 USD (2024-05-08)","https://www.harddrivebenchmark.net/hdd.php?hdd=WDC+WD40EZRX","5298","Q2","2014"
"PNY CS2130 4TB SSD","649.97","$649.97 USD (2023-09-24)","https://www.harddrivebenchmark.net/hdd.php?hdd=PNY+CS2130+4TB+SSD","19972","Q1","2022"
"SanDisk SDSSDH3 4T00","720.99","$720.99 USD (2024-04-30)","https://www.harddrivebenchmark.net/hdd.php?hdd=SanDisk+SDSSDH3+4T00","19071","Q4","2020"
"Seagate ST3000DM001","66.95","$66.95 USD (2024-05-05)","https://www.harddrivebenchmark.net/hdd.php?hdd=Seagate+ST3000DM001","1765","Q4","2011"
"Seagate ST3000NM0033","44.99","$44.99 USD (2020-02-15)","https://www.harddrivebenchmark.net/hdd.php?hdd=Seagate+ST3000NM0033","1167","Q2","2015"
"TOSHIBA DT01ACA300","44.99","$44.99 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=TOSHIBA+DT01ACA300","1146","Q2","2013"
"Hitachi HUA723030ALA640","36.99","$36.99 USD (2024-05-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=Hitachi+HUA723030ALA640","915","Q3","2014"
"Samsung SSD 870 EVO 4TB","399.99","$399.99 USD (2024-05-12)","https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+SSD+870+EVO+4TB","8405","Q2","2021"
"WDC WD40PURX","54.00","$54 USD (2024-05-03)","https://www.harddrivebenchmark.net/hdd.php?hdd=WDC+WD40PURX","1063","Q4","2014"
"CT4000MX500SSD1","219.00","$219 USD (2023-12-04)","https://www.harddrivebenchmark.net/hdd.php?hdd=CT4000MX500SSD1","4172","Q1","2023"
"Seagate ST4000NM0033","67.00","$67 USD (2020-02-19)","https://www.harddrivebenchmark.net/hdd.php?hdd=Seagate+ST4000NM0033","1235","Q4","2016"
"WDC WD4005FZBX","79.98","$79.98 USD (2023-12-28)","https://www.harddrivebenchmark.net/hdd.php?hdd=WDC+WD4005FZBX","1422","Q4","2018"
"TOSHIBA MD04ACA400","69.95","$69.95 USD (2020-02-14)","https://www.harddrivebenchmark.net/hdd.php?hdd=TOSHIBA+MD04ACA400","1232","Q3","2015"
"Seagate ST4000DM000","59.99","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=Seagate+ST4000DM000","1364","Q1","2020"
"WDC WD30EZRX","51.00","NA","https://www.harddrivebenchmark.net/hdd.php?hdd=WDC+WD30EZRX","4081","Q4","2018"
"WDC WD40EZAZ","66.99","$66.99 USD (2024-04-26)","https://www.harddrivebenchmark.net/hdd.php?hdd=WDC+WD40EZAZ","1127","Q4","2021"
